,Codi_expedient,Tipus_accident,Descripcio_causa_mediata
484,2018S000457    ,Col.lisiÃ³ lateral,Not_Specified
485,2018S000458    ,Caiguda (dues rodes),Not_Specified
486,2018S000459    ,Abast,Not_Specified
487,2018S000460    ,Atropellament,Not_Specified
488,2018S000462    ,Col.lisiÃ³ fronto-lateral,Not_Specified
489,2018S000463    ,Atropellament,Not_Specified
490,2018S000464    ,Col.lisiÃ³ frontal,Not_Specified
491,2018S000464    ,Caiguda (dues rodes),Not_Specified
492,2018S000465    ,Col.lisiÃ³ lateral,Not_Specified
493,2018S000466    ,Col.lisiÃ³ lateral,Not_Specified
494,2018S000467    ,Caiguda interior vehicle,Not_Specified
495,2018S000468    ,Abast,Not_Specified
496,2018S000469    ,Atropellament,No hi ha causa mediata
497,2018S000470    ,Col.lisiÃ³ lateral,Not_Specified
498,2018S000471    ,Abast,Not_Specified
499,2018S000472    ,Abast,Not_Specified
500,2018S000473    ,Col.lisiÃ³ lateral,Not_Specified
501,2018S000474    ,Xoc contra element estÃ tic,Not_Specified
502,2018S000475    ,Abast,Not_Specified
503,2018S000476    ,Col.lisiÃ³ lateral,Not_Specified
504,2018S000477    ,Abast multiple,No hi ha causa mediata
505,2018S000478    ,Abast,Not_Specified
506,2018S000479    ,Col.lisiÃ³ lateral,Not_Specified
507,2018S000480    ,Col.lisiÃ³ fronto-lateral,Not_Specified
508,2018S000481    ,Abast,Not_Specified
509,2018S000482    ,Abast,Not_Specified
510,2018S000483    ,Xoc contra element estÃ tic,Not_Specified
511,2018S000484    ,Col.lisiÃ³ lateral,Not_Specified
512,2018S000485    ,Col.lisiÃ³ lateral,Not_Specified
513,2018S000486    ,Col.lisiÃ³ lateral,Not_Specified
514,2018S000487    ,Col.lisiÃ³ fronto-lateral,Not_Specified
515,2018S000488    ,Abast,Not_Specified
516,2018S000489    ,Col.lisiÃ³ lateral,Not_Specified
517,2018S000490    ,Abast,Not_Specified
518,2018S000491    ,Col.lisiÃ³ fronto-lateral,Not_Specified
519,2018S000492    ,Col.lisiÃ³ lateral,Not_Specified
520,2018S000493    ,Col.lisiÃ³ fronto-lateral,Not_Specified
521,2018S000494    ,Col.lisiÃ³ lateral,Not_Specified
522,2018S000495    ,Col.lisiÃ³ lateral,Not_Specified
523,2018S000495    ,Caiguda (dues rodes),Not_Specified
524,2018S000496    ,Col.lisiÃ³ frontal,Not_Specified
525,2018S000497    ,Abast,Not_Specified
526,2018S000498    ,Abast,No hi ha causa mediata
527,2018S000499    ,Col.lisiÃ³ fronto-lateral,Not_Specified
528,2018S000500    ,Caiguda (dues rodes),Not_Specified
529,2018S000501    ,Col.lisiÃ³ lateral,Not_Specified
530,2018S000502    ,Altres,Not_Specified
531,2018S000503    ,Abast,Not_Specified
532,2018S000504    ,Col.lisiÃ³ lateral,Not_Specified
533,2018S000505    ,Abast,No hi ha causa mediata
534,2018S000506    ,Col.lisiÃ³ lateral,Not_Specified
535,2018S000507    ,Col.lisiÃ³ fronto-lateral,Not_Specified
536,2018S000508    ,Atropellament,Not_Specified
537,2018S000509    ,Col.lisiÃ³ lateral,Not_Specified
538,2018S000510    ,Col.lisiÃ³ fronto-lateral,Not_Specified
539,2018S000511    ,Col.lisiÃ³ lateral,Not_Specified
540,2018S000512    ,Caiguda (dues rodes),Not_Specified
541,2018S000512    ,Col.lisiÃ³ frontal,Not_Specified
542,2018S000513    ,Col.lisiÃ³ lateral,Not_Specified
543,2018S000514    ,Col.lisiÃ³ fronto-lateral,Not_Specified
544,2018S000515    ,Xoc contra element estÃ tic,Not_Specified
545,2018S000516    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
546,2018S000517    ,Col.lisiÃ³ fronto-lateral,Not_Specified
547,2018S000518    ,Xoc contra element estÃ tic,Not_Specified
548,2018S000519    ,Col.lisiÃ³ lateral,Not_Specified
549,2018S000520    ,Xoc contra element estÃ tic,Not_Specified
550,2018S000521    ,Caiguda (dues rodes),Not_Specified
551,2018S000522    ,Atropellament,No hi ha causa mediata
552,2018S000523    ,Atropellament,Not_Specified
553,2018S000523    ,Col.lisiÃ³ fronto-lateral,Not_Specified
554,2018S000524    ,Caiguda (dues rodes),Not_Specified
555,2018S000524    ,Abast,Not_Specified
556,2018S000525    ,Abast multiple,Not_Specified
557,2018S000527    ,Abast,Not_Specified
558,2018S000528    ,Abast,Not_Specified
559,2018S000529    ,Atropellament,Not_Specified
560,2018S000529    ,Altres,Not_Specified
561,2018S000530    ,Altres,Not_Specified
562,2018S000531    ,Xoc contra element estÃ tic,Not_Specified
563,2018S000532    ,Col.lisiÃ³ fronto-lateral,Not_Specified
564,2018S000533    ,Col.lisiÃ³ fronto-lateral,Not_Specified
565,2018S000534    ,Caiguda (dues rodes),Not_Specified
566,2018S000534    ,Col.lisiÃ³ lateral,Not_Specified
567,2018S000535    ,Col.lisiÃ³ lateral,Not_Specified
568,2018S000536    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
569,2018S000537    ,Caiguda interior vehicle,Not_Specified
570,2018S000538    ,Xoc contra element estÃ tic,No hi ha causa mediata
571,2018S000539    ,Col.lisiÃ³ fronto-lateral,Not_Specified
572,2018S000540    ,Xoc contra element estÃ tic,Not_Specified
573,2018S000541    ,Abast,Not_Specified
574,2018S000542    ,Xoc contra element estÃ tic,Not_Specified
575,2018S000543    ,Col.lisiÃ³ fronto-lateral,Not_Specified
576,2018S000544    ,Abast,Not_Specified
577,2018S000545    ,Col.lisiÃ³ fronto-lateral,Not_Specified
578,2018S000546    ,Col.lisiÃ³ lateral,Not_Specified
579,2018S000547    ,Caiguda interior vehicle,Not_Specified
580,2018S000548    ,Col.lisiÃ³ frontal,Not_Specified
581,2018S000549    ,Abast,Not_Specified
582,2018S000550    ,Altres,Not_Specified
583,2018S000551    ,Abast multiple,Not_Specified
584,2018S000552    ,Atropellament,Not_Specified
585,2018S000553    ,Caiguda interior vehicle,Not_Specified
586,2018S000554    ,Abast,Not_Specified
587,2018S000555    ,Xoc contra element estÃ tic,Not_Specified
588,2018S000556    ,Col.lisiÃ³ lateral,Not_Specified
589,2018S000557    ,Col.lisiÃ³ lateral,Not_Specified
590,2018S000558    ,Col.lisiÃ³ frontal,Not_Specified
591,2018S000559    ,Col.lisiÃ³ lateral,Not_Specified
592,2018S000559    ,Caiguda (dues rodes),Not_Specified
593,2018S000560    ,Xoc contra element estÃ tic,Not_Specified
594,2018S000560    ,Col.lisiÃ³ lateral,Not_Specified
595,2018S000561    ,Abast,No hi ha causa mediata
596,2018S000562    ,Atropellament,Not_Specified
597,2018S000563    ,Col.lisiÃ³ fronto-lateral,Not_Specified
598,2018S000564    ,Abast,No hi ha causa mediata
599,2018S000565    ,Abast multiple,Not_Specified
600,2018S000566    ,Col.lisiÃ³ lateral,Not_Specified
601,2018S000567    ,Col.lisiÃ³ lateral,Not_Specified
602,2018S000568    ,Abast,Not_Specified
603,2018S000569    ,Col.lisiÃ³ lateral,Not_Specified
604,2018S000570    ,Col.lisiÃ³ fronto-lateral,Not_Specified
605,2018S000571    ,Caiguda (dues rodes),Not_Specified
606,2018S000572    ,Atropellament,Not_Specified
607,2018S000573    ,Col.lisiÃ³ lateral,Not_Specified
608,2018S000573    ,Abast,Not_Specified
609,2018S000575    ,Altres,Not_Specified
610,2018S000576    ,Atropellament,Not_Specified
611,2018S000577    ,Col.lisiÃ³ fronto-lateral,Not_Specified
612,2018S000578    ,Atropellament,Not_Specified
613,2018S000579    ,Abast,Not_Specified
614,2018S000580    ,Col.lisiÃ³ lateral,Not_Specified
615,2018S000581    ,Abast,Not_Specified
616,2018S000582    ,Abast,Not_Specified
617,2018S000583    ,Col.lisiÃ³ fronto-lateral,Not_Specified
618,2018S000584    ,Col.lisiÃ³ lateral,Not_Specified
619,2018S000585    ,Col.lisiÃ³ lateral,Not_Specified
620,2018S000586    ,Col.lisiÃ³ fronto-lateral,Not_Specified
621,2018S000587    ,Atropellament,Not_Specified
622,2018S000588    ,Abast,Not_Specified
623,2018S000589    ,Abast,Not_Specified
624,2018S000590    ,Col.lisiÃ³ lateral,Not_Specified
625,2018S000591    ,Col.lisiÃ³ lateral,Not_Specified
626,2018S000592    ,Col.lisiÃ³ lateral,Not_Specified
627,2018S000593    ,Atropellament,Not_Specified
628,2018S000594    ,Caiguda (dues rodes),Not_Specified
629,2018S000595    ,Col.lisiÃ³ lateral,Not_Specified
630,2018S000596    ,Abast,Not_Specified
631,2018S000597    ,Atropellament,Not_Specified
632,2018S000598    ,Xoc contra element estÃ tic,Not_Specified
633,2018S000599    ,Col.lisiÃ³ fronto-lateral,AlcoholÃ¨mia
634,2018S000600    ,Xoc contra element estÃ tic,Not_Specified
635,2018S000601    ,Col.lisiÃ³ lateral,Not_Specified
636,2018S000602    ,Col.lisiÃ³ lateral,Not_Specified
637,2018S000603    ,Col.lisiÃ³ fronto-lateral,Not_Specified
638,2018S000604    ,Abast,Not_Specified
639,2018S000605    ,Atropellament,Not_Specified
640,2018S000606    ,Col.lisiÃ³ fronto-lateral,Not_Specified
641,2018S000607    ,Atropellament,Not_Specified
642,2018S000607    ,Col.lisiÃ³ lateral,Not_Specified
643,2018S000608    ,Col.lisiÃ³ lateral,Not_Specified
644,2018S000609    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
645,2018S000610    ,Caiguda interior vehicle,No hi ha causa mediata
646,2018S000611    ,Abast,No hi ha causa mediata
647,2018S000612    ,Abast,Not_Specified
648,2018S000613    ,Caiguda (dues rodes),Not_Specified
649,2018S000614    ,Abast,Not_Specified
650,2018S000615    ,Col.lisiÃ³ lateral,Not_Specified
651,2018S000616    ,Col.lisiÃ³ fronto-lateral,Not_Specified
652,2018S000617    ,Atropellament,Not_Specified
653,2018S000618    ,Abast multiple,Not_Specified
654,2018S000619    ,Caiguda (dues rodes),Not_Specified
655,2018S000620    ,Abast,Not_Specified
656,2018S000621    ,Abast,Not_Specified
657,2018S000622    ,Col.lisiÃ³ fronto-lateral,Not_Specified
658,2018S000623    ,Col.lisiÃ³ frontal,Not_Specified
659,2018S000624    ,Caiguda (dues rodes),Not_Specified
660,2018S000625    ,Col.lisiÃ³ lateral,Not_Specified
661,2018S000626    ,Abast,Not_Specified
662,2018S000626    ,Caiguda (dues rodes),Not_Specified
663,2018S000627    ,Col.lisiÃ³ frontal,Not_Specified
664,2018S000628    ,Atropellament,Not_Specified
665,2018S000629    ,Col.lisiÃ³ lateral,Not_Specified
666,2018S000630    ,Caiguda (dues rodes),Not_Specified
667,2018S000631    ,Col.lisiÃ³ fronto-lateral,Not_Specified
668,2018S000632    ,Col.lisiÃ³ lateral,Not_Specified
669,2018S000633    ,Col.lisiÃ³ lateral,Not_Specified
670,2018S000634    ,Col.lisiÃ³ fronto-lateral,Not_Specified
671,2018S000635    ,Col.lisiÃ³ fronto-lateral,Not_Specified
672,2018S000636    ,Abast,Not_Specified
673,2018S000636    ,Caiguda (dues rodes),Not_Specified
674,2018S000637    ,Atropellament,Not_Specified
675,2018S000638    ,Caiguda (dues rodes),Not_Specified
676,2018S000639    ,Altres,Not_Specified
677,2018S000640    ,Xoc contra element estÃ tic,Not_Specified
678,2018S000640    ,Abast,Not_Specified
679,2018S000641    ,Abast,No hi ha causa mediata
680,2018S000642    ,Abast,Not_Specified
681,2018S000643    ,Col.lisiÃ³ fronto-lateral,Not_Specified
682,2018S000644    ,Col.lisiÃ³ lateral,Not_Specified
683,2018S000645    ,Col.lisiÃ³ lateral,Not_Specified
684,2018S000646    ,Abast,Not_Specified
685,2018S000647    ,Abast,Not_Specified
686,2018S000648    ,Abast,Not_Specified
687,2018S000648    ,Col.lisiÃ³ fronto-lateral,Not_Specified
688,2018S000649    ,Abast,Not_Specified
689,2018S000650    ,Col.lisiÃ³ fronto-lateral,Not_Specified
690,2018S000651    ,Col.lisiÃ³ fronto-lateral,Not_Specified
691,2018S000652    ,Caiguda (dues rodes),Not_Specified
692,2018S000653    ,Caiguda (dues rodes),Not_Specified
693,2018S000654    ,Col.lisiÃ³ fronto-lateral,Not_Specified
694,2018S000654    ,Caiguda (dues rodes),Not_Specified
695,2018S000655    ,Col.lisiÃ³ lateral,Not_Specified
696,2018S000656    ,Xoc contra element estÃ tic,Not_Specified
697,2018S000657    ,Col.lisiÃ³ lateral,Not_Specified
698,2018S000658    ,Col.lisiÃ³ lateral,Not_Specified
699,2018S000659    ,Col.lisiÃ³ lateral,Not_Specified
700,2018S000660    ,Caiguda interior vehicle,Not_Specified
701,2018S000661    ,Abast,Not_Specified
702,2018S000662    ,Col.lisiÃ³ lateral,Not_Specified
703,2018S000663    ,Col.lisiÃ³ lateral,Not_Specified
704,2018S000664    ,Col.lisiÃ³ lateral,Not_Specified
705,2018S000665    ,Abast,Not_Specified
706,2018S000666    ,Caiguda (dues rodes),Not_Specified
707,2018S000667    ,Col.lisiÃ³ lateral,Not_Specified
708,2018S000668    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
709,2018S000669    ,Col.lisiÃ³ fronto-lateral,Not_Specified
710,2018S000670    ,Caiguda (dues rodes),No hi ha causa mediata
711,2018S000671    ,Col.lisiÃ³ lateral,Not_Specified
712,2018S000672    ,Col.lisiÃ³ lateral,Not_Specified
713,2018S000673    ,Atropellament,Not_Specified
714,2018S000674    ,Col.lisiÃ³ lateral,Not_Specified
715,2018S000675    ,Atropellament,Not_Specified
716,2018S000676    ,Abast,Not_Specified
717,2018S000677    ,Col.lisiÃ³ fronto-lateral,Not_Specified
718,2018S000678    ,Abast,Not_Specified
719,2018S000679    ,Atropellament,Not_Specified
720,2018S000680    ,Abast,Not_Specified
721,2018S000681    ,Col.lisiÃ³ fronto-lateral,Not_Specified
722,2018S000682    ,Atropellament,Not_Specified
723,2018S000683    ,Abast,Not_Specified
724,2018S000684    ,Atropellament,Not_Specified
725,2018S000686    ,Altres,Not_Specified
726,2018S000687    ,Col.lisiÃ³ fronto-lateral,Not_Specified
727,2018S000688    ,Abast,Not_Specified
728,2018S000689    ,Atropellament,Not_Specified
729,2018S000690    ,Atropellament,Not_Specified
730,2018S000691    ,Col.lisiÃ³ fronto-lateral,Not_Specified
731,2018S000692    ,Xoc contra element estÃ tic,Not_Specified
732,2018S000693    ,Abast,Not_Specified
733,2018S000694    ,Caiguda interior vehicle,No hi ha causa mediata
734,2018S000695    ,Xoc contra element estÃ tic,Not_Specified
735,2018S000696    ,Col.lisiÃ³ lateral,Not_Specified
736,2018S000696    ,Abast,Not_Specified
737,2018S000697    ,Abast,Not_Specified
738,2018S000698    ,Abast,Not_Specified
739,2018S000699    ,Caiguda (dues rodes),No hi ha causa mediata
740,2018S000700    ,Atropellament,Not_Specified
741,2018S000701    ,Caiguda (dues rodes),Not_Specified
742,2018S000702    ,Col.lisiÃ³ lateral,No hi ha causa mediata
743,2018S000703    ,Abast,Not_Specified
744,2018S000704    ,Abast,Not_Specified
745,2018S000705    ,Col.lisiÃ³ fronto-lateral,Not_Specified
746,2018S000706    ,Abast multiple,Not_Specified
747,2018S000707    ,Xoc contra element estÃ tic,Not_Specified
748,2018S000708    ,Col.lisiÃ³ lateral,Not_Specified
749,2018S000709    ,Atropellament,Not_Specified
750,2018S000710    ,Bolcada (mÃ©s de dues rodes),Not_Specified
751,2018S000711    ,Caiguda (dues rodes),Not_Specified
752,2018S000712    ,Col.lisiÃ³ lateral,Not_Specified
753,2018S000713    ,Xoc contra element estÃ tic,Not_Specified
754,2018S000714    ,Abast,Not_Specified
755,2018S000715    ,Abast,Not_Specified
756,2018S000716    ,Atropellament,Not_Specified
757,2018S000717    ,Col.lisiÃ³ lateral,Not_Specified
758,2018S000718    ,Abast multiple,Not_Specified
759,2018S000719    ,Col.lisiÃ³ lateral,Not_Specified
760,2018S000720    ,Col.lisiÃ³ frontal,Not_Specified
761,2018S000721    ,Xoc contra element estÃ tic,Not_Specified
762,2018S000722    ,Col.lisiÃ³ lateral,Not_Specified
763,2018S000723    ,Col.lisiÃ³ lateral,Not_Specified
764,2018S000724    ,Caiguda (dues rodes),Not_Specified
765,2018S000725    ,Xoc contra element estÃ tic,AlcoholÃ¨mia
766,2018S000726    ,Col.lisiÃ³ frontal,AlcoholÃ¨mia
767,2018S000727    ,Atropellament,Not_Specified
768,2018S000728    ,Xoc contra element estÃ tic,Not_Specified
769,2018S000729    ,Col.lisiÃ³ fronto-lateral,Not_Specified
770,2018S000730    ,Xoc contra element estÃ tic,No hi ha causa mediata
771,2018S000731    ,Col.lisiÃ³ fronto-lateral,Not_Specified
772,2018S000732    ,Abast,Not_Specified
773,2018S000733    ,Xoc contra element estÃ tic,Not_Specified
774,2018S000734    ,Caiguda interior vehicle,Not_Specified
775,2018S000735    ,Abast,Not_Specified
776,2018S000736    ,Col.lisiÃ³ fronto-lateral,Not_Specified
777,2018S000737    ,Col.lisiÃ³ lateral,Not_Specified
778,2018S000738    ,Abast,Not_Specified
779,2018S000739    ,Col.lisiÃ³ lateral,Not_Specified
780,2018S000740    ,Atropellament,Not_Specified
781,2018S000741    ,Abast,Not_Specified
782,2018S000742    ,Caiguda interior vehicle,Not_Specified
783,2018S000743    ,Col.lisiÃ³ fronto-lateral,Not_Specified
784,2018S000744    ,Abast,Not_Specified
785,2018S000745    ,Col.lisiÃ³ fronto-lateral,Not_Specified
786,2018S000746    ,Col.lisiÃ³ lateral,Not_Specified
787,2018S000747    ,Atropellament,Not_Specified
788,2018S000748    ,Col.lisiÃ³ lateral,Not_Specified
789,2018S000749    ,Bolcada (mÃ©s de dues rodes),Not_Specified
790,2018S000749    ,Xoc contra element estÃ tic,Not_Specified
791,2018S000750    ,Atropellament,Not_Specified
792,2018S000751    ,Col.lisiÃ³ fronto-lateral,Not_Specified
793,2018S000752    ,Col.lisiÃ³ lateral,Not_Specified
794,2018S000753    ,Col.lisiÃ³ fronto-lateral,Not_Specified
795,2018S000754    ,Col.lisiÃ³ lateral,Not_Specified
796,2018S000755    ,Abast,Not_Specified
797,2018S000756    ,Col.lisiÃ³ lateral,Not_Specified
798,2018S000757    ,Col.lisiÃ³ lateral,Not_Specified
799,2018S000758    ,Col.lisiÃ³ lateral,Not_Specified
800,2018S000759    ,Altres,Not_Specified
801,2018S000760    ,Abast multiple,No hi ha causa mediata
802,2018S000761    ,Xoc contra element estÃ tic,Not_Specified
803,2018S000761    ,Col.lisiÃ³ frontal,Not_Specified
804,2018S000762    ,Abast,No hi ha causa mediata
805,2018S000763    ,Abast,Not_Specified
806,2018S000764    ,Col.lisiÃ³ lateral,Not_Specified
807,2018S000765    ,Atropellament,Not_Specified
808,2018S000766    ,Col.lisiÃ³ fronto-lateral,Not_Specified
809,2018S000767    ,Abast,Not_Specified
810,2018S000768    ,Col.lisiÃ³ lateral,Not_Specified
811,2018S000769    ,Abast,Not_Specified
812,2018S000770    ,Abast multiple,Not_Specified
813,2018S000771    ,Col.lisiÃ³ lateral,Not_Specified
814,2018S000772    ,Col.lisiÃ³ lateral,Not_Specified
815,2018S000773    ,Atropellament,Not_Specified
816,2018S000774    ,Atropellament,Not_Specified
817,2018S000775    ,Caiguda interior vehicle,Not_Specified
818,2018S000776    ,Col.lisiÃ³ fronto-lateral,Not_Specified
819,2018S000777    ,Caiguda interior vehicle,No hi ha causa mediata
820,2018S000778    ,Col.lisiÃ³ fronto-lateral,Not_Specified
821,2018S000779    ,Caiguda (dues rodes),Not_Specified
822,2018S000780    ,Xoc contra element estÃ tic,No hi ha causa mediata
823,2018S000781    ,Caiguda interior vehicle,Not_Specified
824,2018S000782    ,Caiguda interior vehicle,Not_Specified
825,2018S000783    ,Col.lisiÃ³ fronto-lateral,Not_Specified
826,2018S000784    ,Abast,No hi ha causa mediata
827,2018S000785    ,Abast,No hi ha causa mediata
828,2018S000786    ,Col.lisiÃ³ lateral,Not_Specified
829,2018S000787    ,Abast,No hi ha causa mediata
830,2018S000788    ,Abast,Not_Specified
831,2018S000789    ,Col.lisiÃ³ fronto-lateral,Not_Specified
832,2018S000790    ,Atropellament,Not_Specified
833,2018S000791    ,Xoc contra element estÃ tic,Not_Specified
834,2018S000792    ,Col.lisiÃ³ fronto-lateral,Not_Specified
835,2018S000793    ,Altres,No hi ha causa mediata
836,2018S000794    ,Col.lisiÃ³ fronto-lateral,Not_Specified
837,2018S000795    ,Caiguda (dues rodes),Not_Specified
838,2018S000796    ,Col.lisiÃ³ lateral,No hi ha causa mediata
839,2018S000797    ,Caiguda (dues rodes),Not_Specified
840,2018S000797    ,Sortida de via amb xoc o col.lisiÃ³,Not_Specified
841,2018S000798    ,Atropellament,Not_Specified
842,2018S000799    ,Col.lisiÃ³ lateral,Not_Specified
843,2018S000800    ,Caiguda (dues rodes),No hi ha causa mediata
844,2018S000801    ,Col.lisiÃ³ fronto-lateral,Not_Specified
845,2018S000802    ,Abast,Not_Specified
846,2018S000803    ,Abast,No hi ha causa mediata
847,2018S000804    ,Abast multiple,No hi ha causa mediata
848,2018S000805    ,Abast,Not_Specified
849,2018S000806    ,Col.lisiÃ³ lateral,Not_Specified
850,2018S000807    ,Abast,Not_Specified
851,2018S000808    ,Atropellament,Not_Specified
852,2018S000808    ,Col.lisiÃ³ lateral,Not_Specified
853,2018S000808    ,Altres,Not_Specified
854,2018S000809    ,Atropellament,Not_Specified
855,2018S000810    ,Col.lisiÃ³ fronto-lateral,Not_Specified
856,2018S000811    ,Abast,Not_Specified
857,2018S000812    ,Atropellament,Not_Specified
858,2018S000813    ,Col.lisiÃ³ lateral,Not_Specified
859,2018S000814    ,Xoc contra element estÃ tic,Not_Specified
860,2018S000815    ,Col.lisiÃ³ lateral,Not_Specified
861,2018S000815    ,Xoc contra element estÃ tic,Not_Specified
862,2018S000816    ,Col.lisiÃ³ lateral,Not_Specified
863,2018S000817    ,Col.lisiÃ³ lateral,Not_Specified
864,2018S000818    ,Caiguda (dues rodes),Not_Specified
865,2018S000819    ,EncalÃ§,Not_Specified
866,2018S000819    ,Abast,Not_Specified
867,2018S000820    ,Xoc contra element estÃ tic,No hi ha causa mediata
868,2018S000821    ,Atropellament,Not_Specified
869,2018S000822    ,Col.lisiÃ³ lateral,Not_Specified
870,2018S000823    ,Atropellament,Not_Specified
871,2018S000824    ,Caiguda (dues rodes),Not_Specified
872,2018S000825    ,Caiguda (dues rodes),Not_Specified
873,2018S000826    ,Atropellament,Not_Specified
874,2018S000827    ,Col.lisiÃ³ frontal,Not_Specified
875,2018S000828    ,Altres,Not_Specified
876,2018S000829    ,Col.lisiÃ³ lateral,Not_Specified
877,2018S000830    ,Atropellament,Not_Specified
878,2018S000831    ,Caiguda (dues rodes),Not_Specified
879,2018S000832    ,Abast,Not_Specified
880,2018S000833    ,Atropellament,Not_Specified
881,2018S000834    ,Col.lisiÃ³ lateral,Not_Specified
882,2018S000834    ,Col.lisiÃ³ fronto-lateral,Not_Specified
883,2018S000835    ,Col.lisiÃ³ lateral,Not_Specified
884,2018S000836    ,Caiguda (dues rodes),Not_Specified
885,2018S000837    ,Abast,Not_Specified
886,2018S000838    ,Col.lisiÃ³ fronto-lateral,Not_Specified
887,2018S000839    ,Abast multiple,No hi ha causa mediata
888,2018S000840    ,Caiguda interior vehicle,Not_Specified
889,2018S000841    ,Col.lisiÃ³ lateral,Not_Specified
890,2018S000842    ,Col.lisiÃ³ lateral,Not_Specified
891,2018S000843    ,Caiguda (dues rodes),Not_Specified
892,2018S000844    ,Abast,Not_Specified
893,2018S000845    ,Col.lisiÃ³ lateral,Not_Specified
894,2018S000846    ,Abast,Not_Specified
895,2018S000847    ,Caiguda interior vehicle,Not_Specified
896,2018S000848    ,Abast,Not_Specified
897,2018S000849    ,Caiguda interior vehicle,Not_Specified
898,2018S000850    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
899,2018S000851    ,Caiguda (dues rodes),Not_Specified
900,2018S000852    ,Col.lisiÃ³ fronto-lateral,Not_Specified
901,2018S000853    ,Abast,No hi ha causa mediata
902,2018S000854    ,Caiguda interior vehicle,Not_Specified
903,2018S000855    ,Abast,No hi ha causa mediata
904,2018S000855    ,Col.lisiÃ³ lateral,No hi ha causa mediata
905,2018S000856    ,Caiguda interior vehicle,Not_Specified
906,2018S000857    ,Abast,Not_Specified
907,2018S000858    ,Caiguda (dues rodes),Not_Specified
908,2018S000859    ,Abast multiple,Not_Specified
909,2018S000860    ,Col.lisiÃ³ fronto-lateral,Not_Specified
910,2018S000861    ,Col.lisiÃ³ lateral,Not_Specified
911,2018S000862    ,Abast,No hi ha causa mediata
912,2018S000863    ,Atropellament,Not_Specified
913,2018S000863    ,Altres,Not_Specified
914,2018S000864    ,Col.lisiÃ³ fronto-lateral,Not_Specified
915,2018S000865    ,Atropellament,Not_Specified
916,2018S000866    ,Abast multiple,Not_Specified
917,2018S000867    ,Xoc contra element estÃ tic,Not_Specified
918,2018S000868    ,Atropellament,Not_Specified
919,2018S000869    ,EncalÃ§,Not_Specified
920,2018S000870    ,Col.lisiÃ³ fronto-lateral,Not_Specified
921,2018S000871    ,Caiguda (dues rodes),Not_Specified
922,2018S000872    ,Atropellament,Not_Specified
923,2018S000873    ,Abast multiple,Not_Specified
924,2018S000874    ,Abast,Not_Specified
925,2018S000874    ,Caiguda (dues rodes),Not_Specified
926,2018S000875    ,Col.lisiÃ³ fronto-lateral,Not_Specified
927,2018S000876    ,Abast,Not_Specified
928,2018S000877    ,Col.lisiÃ³ fronto-lateral,Not_Specified
929,2018S000878    ,Abast multiple,Not_Specified
930,2018S000879    ,Col.lisiÃ³ fronto-lateral,Not_Specified
931,2018S000880    ,Abast,Not_Specified
932,2018S000881    ,Abast,Not_Specified
933,2018S000882    ,Abast multiple,Not_Specified
934,2018S000883    ,Col.lisiÃ³ fronto-lateral,Not_Specified
935,2018S000884    ,Abast,Not_Specified
936,2018S000885    ,Col.lisiÃ³ lateral,Not_Specified
937,2018S000886    ,Atropellament,Not_Specified
938,2018S000887    ,Abast,Not_Specified
939,2018S000887    ,Caiguda (dues rodes),Not_Specified
940,2018S000888    ,Col.lisiÃ³ lateral,Not_Specified
941,2018S000890    ,Col.lisiÃ³ fronto-lateral,Not_Specified
942,2018S000891    ,Col.lisiÃ³ fronto-lateral,Not_Specified
943,2018S000892    ,Col.lisiÃ³ fronto-lateral,Not_Specified
944,2018S000893    ,Caiguda (dues rodes),Not_Specified
945,2018S000893    ,Abast,Not_Specified
946,2018S000895    ,Abast,Not_Specified
947,2018S000896    ,Col.lisiÃ³ lateral,Not_Specified
948,2018S000897    ,Col.lisiÃ³ fronto-lateral,Not_Specified
949,2018S000898    ,Col.lisiÃ³ lateral,Not_Specified
950,2018S000898    ,Abast,Not_Specified
951,2018S000899    ,Atropellament,Not_Specified
952,2018S000900    ,Col.lisiÃ³ lateral,Not_Specified
953,2018S000901    ,Caiguda interior vehicle,Not_Specified
954,2018S000902    ,Caiguda (dues rodes),Not_Specified
955,2018S000903    ,Col.lisiÃ³ lateral,Not_Specified
956,2018S000904    ,Col.lisiÃ³ lateral,Not_Specified
957,2018S000905    ,Col.lisiÃ³ lateral,Not_Specified
958,2018S000905    ,Abast,Not_Specified
959,2018S000906    ,Xoc contra element estÃ tic,Not_Specified
960,2018S000907    ,Altres,Not_Specified
961,2018S000908    ,Col.lisiÃ³ lateral,Not_Specified
962,2018S000909    ,Abast,Not_Specified
963,2018S000910    ,Atropellament,Not_Specified
964,2018S000911    ,Col.lisiÃ³ lateral,Not_Specified
965,2018S000912    ,Col.lisiÃ³ fronto-lateral,Not_Specified
966,2018S000913    ,Atropellament,Not_Specified
967,2018S000914    ,Xoc amb animal a la calÃ§ada,Not_Specified
968,2018S000914    ,Atropellament,Not_Specified
969,2018S000915    ,Abast,Not_Specified
970,2018S000916    ,Altres,Not_Specified
